13084.50793	0.0039360563456228	3680.12235166658
15426.06179	0.00389393858018245	3856.72256224891
35883.73864	0.00255963887982443	23992.8970211288
38272.49698	0.00261261159311737	21944.3867289789
40815.65027	0.00240781560150126	31317.0640837518
43531.73679	0.00240781560150126	31317.0640837518
83481.35566	0.00189392182451067	89131.6338376375
84685.12045	0.00189392182451067	89131.6338376375
150070.5025	0.00124153746655274	561162.634443171
269838.8514	0.00100408618659655	1414953.42827588
238975.3568	0.00120725411781982	633976.333548934
253068.6463	0.00124153746655274	561162.634443171
359389.206	0.00122998965162711	584481.118350363
356748.9963	0.00103195729529533	1255844.72378201
532637.1195	0.000985974097589773	1531740.53362565
588822.3134	0.00104143947078297	1206782.97764456
1837201.889	0.000823635341801149	3354197.31033649
2074945.166	0.000823635341801149	3354197.31033649
